Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Masculin, Bihor, Anul 2010, Mii persoane, 143.9
Masculin, Bihor, Anul 2011, Mii persoane, 139.8
Masculin, Bihor, Anul 2012, Mii persoane, 143.9
Masculin, Bihor, Anul 2013, Mii persoane, 147.4
Masculin, Bihor, Anul 2014, Mii persoane, 145.2
Masculin, Bihor, Anul 2015, Mii persoane, 144.8
Masculin, Bihor, Anul 2016, Mii persoane, 141.8
Masculin, Bihor, Anul 2017, Mii persoane, 144.9
Masculin, Bistrita-Nasaud, Anul 1990, Mii persoane, 73.6
Masculin, Bistrita-Nasaud, Anul 1991, Mii persoane, 77.5
Masculin, Bistrita-Nasaud, Anul 1992, Mii persoane, 81.7
Masculin, Bistrita-Nasaud, Anul 1993, Mii persoane, 79.9
Masculin, Bistrita-Nasaud, Anul 1994, Mii persoane, 80.7
Masculin, Bistrita-Nasaud, Anul 1995, Mii persoane, 75.4
Masculin, Bistrita-Nasaud, Anul 1996, Mii persoane, 73.1
Masculin, Bistrita-Nasaud, Anul 1997, Mii persoane, 74.6
Masculin, Bistrita-Nasaud, Anul 1998, Mii persoane, 72.2
Masculin, Bistrita-Nasaud, Anul 1999, Mii persoane, 73.9
Masculin, Bistrita-Nasaud, Anul 2000, Mii persoane, 71
Masculin, Bistrita-Nasaud, Anul 2001, Mii persoane, 71.1
Masculin, Bistrita-Nasaud, Anul 2002, Mii persoane, 65.4
Masculin, Bistrita-Nasaud, Anul 2003, Mii persoane, 68.1
Masculin, Bistrita-Nasaud, Anul 2004, Mii persoane, 65.2
Masculin, Bistrita-Nasaud, Anul 2005, Mii persoane, 66.7
Masculin, Bistrita-Nasaud, Anul 2006, Mii persoane, 66.2
Masculin, Bistrita-Nasaud, Anul 2007, Mii persoane, 70.5
Masculin, Bistrita-Nasaud, Anul 2008, Mii persoane, 71.2
Masculin, Bistrita-Nasaud, Anul 2009, Mii persoane, 69.9
Masculin, Bistrita-Nasaud, Anul 2010, Mii persoane, 69.6
Masculin, Bistrita-Nasaud, Anul 2011, Mii persoane, 69.1
Masculin, Bistrita-Nasaud, Anul 2012, Mii persoane, 72.1
Masculin, Bistrita-Nasaud, Anul 2013, Mii persoane, 73.3
Masculin, Bistrita-Nasaud, Anul 2014, Mii persoane, 72
Masculin, Bistrita-Nasaud, Anul 2015, Mii persoane, 71.5
Masculin, Bistrita-Nasaud, Anul 2016, Mii persoane, 72.9
Masculin, Bistrita-Nasaud, Anul 2017, Mii persoane, 74
Masculin, Cluj, Anul 1990, Mii persoane, 200.3
Masculin, Cluj, Anul 1991, Mii persoane, 208.8
Masculin, Cluj, Anul 1992, Mii persoane, 211.4
Masculin, Cluj, Anul 1993, Mii persoane, 208
Masculin, Cluj, Anul 1994, Mii persoane, 206.6
Masculin, Cluj, Anul 1995, Mii persoane, 188.6
Masculin, Cluj, Anul 1996, Mii persoane, 189.1
Masculin, Cluj, Anul 1997, Mii persoane, 180.8
Masculin, Cluj, Anul 1998, Mii persoane, 180.1
Masculin, Cluj, Anul 1999, Mii persoane, 168.5
Masculin, Cluj, Anul 2000, Mii persoane, 171.5
Masculin, Cluj, Anul 2001, Mii persoane, 166.3
Masculin, Cluj, Anul 2002, Mii persoane, 172.3
Masculin, Cluj, Anul 2003, Mii persoane, 171.9
Masculin, Cluj, Anul 2004, Mii persoane, 170.9
Masculin, Cluj, Anul 2005, Mii persoane, 168.6
Masculin, Cluj, Anul 2006, Mii persoane, 178.2
Masculin, Cluj, Anul 2007, Mii persoane, 183.9
Masculin, Cluj, Anul 2008, Mii persoane, 185.6
Masculin, Cluj, Anul 2009, Mii persoane, 192.2
Masculin, Cluj, Anul 2010, Mii persoane, 182.8
Masculin, Cluj, Anul 2011, Mii persoane, 185.6
Masculin, Cluj, Anul 2012, Mii persoane, 189.9
Masculin, Cluj, Anul 2013, Mii persoane, 192.8
Masculin, Cluj, Anul 2014, Mii persoane, 194.3
Masculin, Cluj, Anul 2015, Mii persoane, 197.7
Masculin, Cluj, Anul 2016, Mii persoane, 199.8
Masculin, Cluj, Anul 2017, Mii persoane, 205.5
Masculin, Maramures, Anul 1990, Mii persoane, 140.8
Masculin, Maramures, Anul 1991, Mii persoane, 141
Masculin, Maramures, Anul 1992, Mii persoane, 138.4
Masculin, Maramures, Anul 1993, Mii persoane, 134.9
Masculin, Maramures, Anul 1994, Mii persoane, 132.6
Masculin, Maramures, Anul 1995, Mii persoane, 134.6
Masculin, Maramures, Anul 1996, Mii persoane, 125.8
Masculin, Maramures, Anul 1997, Mii persoane, 122.5
Masculin, Maramures, Anul 1998, Mii persoane, 133.5
Masculin, Maramures, Anul 1999, Mii persoane, 115.1
Masculin, Maramures, Anul 2000, Mii persoane, 116.8
Masculin, Maramures, Anul 2001, Mii persoane, 115.1
Masculin, Maramures, Anul 2002, Mii persoane, 111.3
Masculin, Maramures, Anul 2003, Mii persoane, 107.9
Masculin, Maramures, Anul 2004, Mii persoane, 107.5
Masculin, Maramures, Anul 2005, Mii persoane, 108.5
Masculin, Maramures, Anul 2006, Mii persoane, 106.5
Masculin, Maramures, Anul 2007, Mii persoane, 108.6
Masculin, Maramures, Anul 2008, Mii persoane, 107.8
Masculin, Maramures, Anul 2009, Mii persoane, 106.3
Masculin, Maramures, Anul 2010, Mii persoane, 110.6
Masculin, Maramures, Anul 2011, Mii persoane, 105.8
Masculin, Maramures, Anul 2012, Mii persoane, 109.6
Masculin, Maramures, Anul 2013, Mii persoane, 110.9
Masculin, Maramures, Anul 2014, Mii persoane, 110.3
Masculin, Maramures, Anul 2015, Mii persoane, 108.8
Masculin, Maramures, Anul 2016, Mii persoane, 106.4
Masculin, Maramures, Anul 2017, Mii persoane, 108.8
Masculin, Satu Mare, Anul 1990, Mii persoane, 101.6
Masculin, Satu Mare, Anul 1991, Mii persoane, 105.8
Masculin, Satu Mare, Anul 1992, Mii persoane, 103.9
Masculin, Satu Mare, Anul 1993, Mii persoane, 100.7
Masculin, Satu Mare, Anul 1994, Mii persoane, 97.5
Masculin, Satu Mare, Anul 1995, Mii persoane, 97.8
Masculin, Satu Mare, Anul 1996, Mii persoane, 94.2
Masculin, Satu Mare, Anul 1997, Mii persoane, 86.7
Masculin, Satu Mare, Anul 1998, Mii persoane, 91.6
Masculin, Satu Mare, Anul 1999, Mii persoane, 83.2
Masculin, Satu Mare, Anul 2000, Mii persoane, 83.2
Masculin, Satu Mare, Anul 2001, Mii persoane, 83.4
Masculin, Satu Mare, Anul 2002, Mii persoane, 76.5
Masculin, Satu Mare, Anul 2003, Mii persoane, 75.5
Masculin, Satu Mare, Anul 2004, Mii persoane, 72.1
Masculin, Satu Mare, Anul 2005, Mii persoane, 76
Masculin, Satu Mare, Anul 2006, Mii persoane, 78
Masculin, Satu Mare, Anul 2007, Mii persoane, 80.1
Masculin, Satu Mare, Anul 2008, Mii persoane, 81.4
Masculin, Satu Mare, Anul 2009, Mii persoane, 82.3
Masculin, Satu Mare, Anul 2010, Mii persoane, 79.4
Masculin, Satu Mare, Anul 2011, Mii persoane, 78.7
Masculin, Satu Mare, Anul 2012, Mii persoane, 81.4
Masculin, Satu Mare, Anul 2013, Mii persoane, 82.4
Masculin, Satu Mare, Anul 2014, Mii persoane, 82.6
Masculin, Satu Mare, Anul 2015, Mii persoane, 81.5
Masculin, Satu Mare, Anul 2016, Mii persoane, 79.8
Masculin, Satu Mare, Anul 2017, Mii persoane, 80
Masculin, Salaj, Anul 1990, Mii persoane, 61.3
Masculin, Salaj, Anul 1991, Mii persoane, 62.6
Masculin, Salaj, Anul 1992, Mii persoane, 63.6
Masculin, Salaj, Anul 1993, Mii persoane, 64.6
Masculin, Salaj, Anul 1994, Mii persoane, 65.8
Masculin, Salaj, Anul 1995, Mii persoane, 62.3
Masculin, Salaj, Anul 1996, Mii persoane, 62.4
Masculin, Salaj, Anul 1997, Mii persoane, 64.4
Masculin, Salaj, Anul 1998, Mii persoane, 61.4
Masculin, Salaj, Anul 1999, Mii persoane, 67.8
Masculin, Salaj, Anul 2000, Mii persoane, 57
Masculin, Salaj, Anul 2001, Mii persoane, 57.1
Masculin, Salaj, Anul 2002, Mii persoane, 54.1
Masculin, Salaj, Anul 2003, Mii persoane, 55.1
Masculin, Salaj, Anul 2004, Mii persoane, 53.4
Masculin, Salaj, Anul 2005, Mii persoane, 54.4
Masculin, Salaj, Anul 2006, Mii persoane, 55.5
Masculin, Salaj, Anul 2007, Mii persoane, 56.5
Masculin, Salaj, Anul 2008, Mii persoane, 56.6
Masculin, Salaj, Anul 2009, Mii persoane, 57.3
Masculin, Salaj, Anul 2010, Mii persoane, 57.5
Masculin, Salaj, Anul 2011, Mii persoane, 55.7
Masculin, Salaj, Anul 2012, Mii persoane, 58.7
Masculin, Salaj, Anul 2013, Mii persoane, 58
Masculin, Salaj, Anul 2014, Mii persoane, 56.4
Masculin, Salaj, Anul 2015, Mii persoane, 55.3
Masculin, Salaj, Anul 2016, Mii persoane, 57
Masculin, Salaj, Anul 2017, Mii persoane, 56.6
Masculin, Regiunea CENTRU, Anul 1990, Mii persoane, 692.4
Masculin, Regiunea CENTRU, Anul 1991, Mii persoane, 691
Masculin, Regiunea CENTRU, Anul 1992, Mii persoane, 686
Masculin, Regiunea CENTRU, Anul 1993, Mii persoane, 684.8
Masculin, Regiunea CENTRU, Anul 1994, Mii persoane, 696.7
Masculin, Regiunea CENTRU, Anul 1995, Mii persoane, 672.5
Masculin, Regiunea CENTRU, Anul 1996, Mii persoane, 644.1
Masculin, Regiunea CENTRU, Anul 1997, Mii persoane, 652.2
Masculin, Regiunea CENTRU, Anul 1998, Mii persoane, 637
Masculin, Regiunea CENTRU, Anul 1999, Mii persoane, 616.7
Masculin, Regiunea CENTRU, Anul 2000, Mii persoane, 608
Masculin, Regiunea CENTRU, Anul 2001, Mii persoane, 585.1
Masculin, Regiunea CENTRU, Anul 2002, Mii persoane, 596
Masculin, Regiunea CENTRU, Anul 2003, Mii persoane, 589.6
Masculin, Regiunea CENTRU, Anul 2004, Mii persoane, 581.5
Masculin, Regiunea CENTRU, Anul 2005, Mii persoane, 579.5
Masculin, Regiunea CENTRU, Anul 2006, Mii persoane, 578.6
Masculin, Regiunea CENTRU, Anul 2007, Mii persoane, 594.3
Masculin, Regiunea CENTRU, Anul 2008, Mii persoane, 596.3
Masculin, Regiunea CENTRU, Anul 2009, Mii persoane, 599.8
Masculin, Regiunea CENTRU, Anul 2010, Mii persoane, 592
Masculin, Regiunea CENTRU, Anul 2011, Mii persoane, 578.2
Masculin, Regiunea CENTRU, Anul 2012, Mii persoane, 605.5
Masculin, Regiunea CENTRU, Anul 2013, Mii persoane, 610.5
Masculin, Regiunea CENTRU, Anul 2014, Mii persoane, 593
Masculin, Regiunea CENTRU, Anul 2015, Mii persoane, 597.6
Masculin, Regiunea CENTRU, Anul 2016, Mii persoane, 608.2
Masculin, Regiunea CENTRU, Anul 2017, Mii persoane, 610.1
Masculin, Alba, Anul 1990, Mii persoane, 107.4
Masculin, Alba, Anul 1991, Mii persoane, 105
Masculin, Alba, Anul 1992, Mii persoane, 108
Masculin, Alba, Anul 1993, Mii persoane, 104.7
Masculin, Alba, Anul 1994, Mii persoane, 109.4
Masculin, Alba, Anul 1995, Mii persoane, 110.5
Masculin, Alba, Anul 1996, Mii persoane, 112.9
Masculin, Alba, Anul 1997, Mii persoane, 101.9
Masculin, Alba, Anul 1998, Mii persoane, 105
Masculin, Alba, Anul 1999, Mii persoane, 100
Masculin, Alba, Anul 2000, Mii persoane, 101.9
Masculin, Alba, Anul 2001, Mii persoane, 94.8
Masculin, Alba, Anul 2002, Mii persoane, 98.8
Masculin, Alba, Anul 2003, Mii persoane, 97.8
Masculin, Alba, Anul 2004, Mii persoane, 100
Masculin, Alba, Anul 2005, Mii persoane, 96.7
Masculin, Alba, Anul 2006, Mii persoane, 95.1
Masculin, Alba, Anul 2007, Mii persoane, 96.5
Masculin, Alba, Anul 2008, Mii persoane, 95.3
Masculin, Alba, Anul 2009, Mii persoane, 93.1
Masculin, Alba, Anul 2010, Mii persoane, 90.9
Masculin, Alba, Anul 2011, Mii persoane, 87.7
Masculin, Alba, Anul 2012, Mii persoane, 94.6
Masculin, Alba, Anul 2013, Mii persoane, 96.9
Masculin, Alba, Anul 2014, Mii persoane, 93.4
Masculin, Alba, Anul 2015, Mii persoane, 91.4
Masculin, Alba, Anul 2016, Mii persoane, 93
Masculin, Alba, Anul 2017, Mii persoane, 91.8
Masculin, Brasov, Anul 1990, Mii persoane, 173.4
Masculin, Brasov, Anul 1991, Mii persoane, 178.5
Masculin, Brasov, Anul 1992, Mii persoane, 170.4
Masculin, Brasov, Anul 1993, Mii persoane, 170.3
Masculin, Brasov, Anul 1994, Mii persoane, 182
Masculin, Brasov, Anul 1995, Mii persoane, 153.1
Masculin, Brasov, Anul 1996, Mii persoane, 144
Masculin, Brasov, Anul 1997, Mii persoane, 155.6
Masculin, Brasov, Anul 1998, Mii persoane, 151.6
Masculin, Brasov, Anul 1999, Mii persoane, 148.5
Masculin, Brasov, Anul 2000, Mii persoane, 136.4
Masculin, Brasov, Anul 2001, Mii persoane, 135.1
Masculin, Brasov, Anul 2002, Mii persoane, 142.9
Masculin, Brasov, Anul 2003, Mii persoane, 136.2
Masculin, Brasov, Anul 2004, Mii persoane, 137.4
Masculin, Brasov, Anul 2005, Mii persoane, 137.6
Masculin, Brasov, Anul 2006, Mii persoane, 132.5
Masculin, Brasov, Anul 2007, Mii persoane, 138.3
Masculin, Brasov, Anul 2008, Mii persoane, 141.3
Masculin, Brasov, Anul 2009, Mii persoane, 142.4
Masculin, Brasov, Anul 2010, Mii persoane, 137.2
Masculin, Brasov, Anul 2011, Mii persoane, 135.4
Masculin, Brasov, Anul 2012, Mii persoane, 140.9
Masculin, Brasov, Anul 2013, Mii persoane, 145.1
Masculin, Brasov, Anul 2014, Mii persoane, 141.8
Masculin, Brasov, Anul 2015, Mii persoane, 146.1
Masculin, Brasov, Anul 2016, Mii persoane, 152.8
Masculin, Brasov, Anul 2017, Mii persoane, 151.3
Masculin, Covasna, Anul 1990, Mii persoane, 58.7
Masculin, Covasna, Anul 1991, Mii persoane, 57.8
Masculin, Covasna, Anul 1992, Mii persoane, 56.8
Masculin, Covasna, Anul 1993, Mii persoane, 61.2
Masculin, Covasna, Anul 1994, Mii persoane, 52.9
Masculin, Covasna, Anul 1995, Mii persoane, 57.7
Masculin, Covasna, Anul 1996, Mii persoane, 51.8
Masculin, Covasna, Anul 1997, Mii persoane, 58.8
Masculin, Covasna, Anul 1998, Mii persoane, 52.9
Masculin, Covasna, Anul 1999, Mii persoane, 51
Masculin, Covasna, Anul 2000, Mii persoane, 52.4
Masculin, Covasna, Anul 2001, Mii persoane, 47.4
Masculin, Covasna, Anul 2002, Mii persoane, 50
Masculin, Covasna, Anul 2003, Mii persoane, 48.7
Masculin, Covasna, Anul 2004, Mii persoane, 49.3
Masculin, Covasna, Anul 2005, Mii persoane, 48.3
Masculin, Covasna, Anul 2006, Mii persoane, 47.8
Masculin, Covasna, Anul 2007, Mii persoane, 50.5
Masculin, Covasna, Anul 2008, Mii persoane, 48.4
Masculin, Covasna, Anul 2009, Mii persoane, 46.6
Masculin, Covasna, Anul 2010, Mii persoane, 47.2
Masculin, Covasna, Anul 2011, Mii persoane, 46.8
Masculin, Covasna, Anul 2012, Mii persoane, 48
Masculin, Covasna, Anul 2013, Mii persoane, 47.1
Masculin, Covasna, Anul 2014, Mii persoane, 45.5
Masculin, Covasna, Anul 2015, Mii persoane, 45.6
Masculin, Covasna, Anul 2016, Mii persoane, 45.3
Masculin, Covasna, Anul 2017, Mii persoane, 46.3
Masculin, Harghita, Anul 1990, Mii persoane, 92.8
Masculin, Harghita, Anul 1991, Mii persoane, 89.8
Masculin, Harghita, Anul 1992, Mii persoane, 92
Masculin, Harghita, Anul 1993, Mii persoane, 94.3
Masculin, Harghita, Anul 1994, Mii persoane, 88.5
Masculin, Harghita, Anul 1995, Mii persoane, 85.4
Masculin, Harghita, Anul 1996, Mii persoane, 80.6
Masculin, Harghita, Anul 1997, Mii persoane, 83.8
Masculin, Harghita, Anul 1998, Mii persoane, 85.5
Masculin, Harghita, Anul 1999, Mii persoane, 80.5
Masculin, Harghita, Anul 2000, Mii persoane, 82.4
Masculin, Harghita, Anul 2001, Mii persoane, 76.5
Masculin, Harghita, Anul 2002, Mii persoane, 73.1
Masculin, Harghita, Anul 2003, Mii persoane, 71.6
Masculin, Harghita, Anul 2004, Mii persoane, 68.4
Masculin, Harghita, Anul 2005, Mii persoane, 70.9
Masculin, Harghita, Anul 2006, Mii persoane, 73
Masculin, Harghita, Anul 2007, Mii persoane, 73.3
Masculin, Harghita, Anul 2008, Mii persoane, 76.6
Masculin, Harghita, Anul 2009, Mii persoane, 77.6
Masculin, Harghita, Anul 2010, Mii persoane, 79.9
Masculin, Harghita, Anul 2011, Mii persoane, 75.6
Masculin, Harghita, Anul 2012, Mii persoane, 79.3
Masculin, Harghita, Anul 2013, Mii persoane, 79.1
Masculin, Harghita, Anul 2014, Mii persoane, 73.8
Masculin, Harghita, Anul 2015, Mii persoane, 75.4
Masculin, Harghita, Anul 2016, Mii persoane, 76.5
Masculin, Harghita, Anul 2017, Mii persoane, 77.2
Masculin, Mures, Anul 1990, Mii persoane, 143.4
Masculin, Mures, Anul 1991, Mii persoane, 144.5
Masculin, Mures, Anul 1992, Mii persoane, 147.2
Masculin, Mures, Anul 1993, Mii persoane, 141.4
Masculin, Mures, Anul 1994, Mii persoane, 155.3
Masculin, Mures, Anul 1995, Mii persoane, 158.6
Masculin, Mures, Anul 1996, Mii persoane, 150.2
Masculin, Mures, Anul 1997, Mii persoane, 150.3
Masculin, Mures, Anul 1998, Mii persoane, 141.3
Masculin, Mures, Anul 1999, Mii persoane, 136.2
Masculin, Mures, Anul 2000, Mii persoane, 138.5
Masculin, Mures, Anul 2001, Mii persoane, 132.2
Masculin, Mures, Anul 2002, Mii persoane, 135.9
Masculin, Mures, Anul 2003, Mii persoane, 141
Masculin, Mures, Anul 2004, Mii persoane, 130.1
Masculin, Mures, Anul 2005, Mii persoane, 131.6
Masculin, Mures, Anul 2006, Mii persoane, 133
Masculin, Mures, Anul 2007, Mii persoane, 135.9
Masculin, Mures, Anul 2008, Mii persoane, 134.9
Masculin, Mures, Anul 2009, Mii persoane, 138.7
Masculin, Mures, Anul 2010, Mii persoane, 136.1
Masculin, Mures, Anul 2011, Mii persoane, 131.3
Masculin, Mures, Anul 2012, Mii persoane, 136.8
Masculin, Mures, Anul 2013, Mii persoane, 136
Masculin, Mures, Anul 2014, Mii persoane, 134.5
Masculin, Mures, Anul 2015, Mii persoane, 131.9
Masculin, Mures, Anul 2016, Mii persoane, 131.5
Masculin, Mures, Anul 2017, Mii persoane, 133.7
Masculin, Sibiu, Anul 1990, Mii persoane, 116.7
Masculin, Sibiu, Anul 1991, Mii persoane, 115.4
Masculin, Sibiu, Anul 1992, Mii persoane, 111.6
Masculin, Sibiu, Anul 1993, Mii persoane, 112.9
Masculin, Sibiu, Anul 1994, Mii persoane, 108.6
Masculin, Sibiu, Anul 1995, Mii persoane, 107.2
Masculin, Sibiu, Anul 1996, Mii persoane, 104.6
Masculin, Sibiu, Anul 1997, Mii persoane, 101.8
Masculin, Sibiu, Anul 1998, Mii persoane, 100.7
Masculin, Sibiu, Anul 1999, Mii persoane, 100.5
Masculin, Sibiu, Anul 2000, Mii persoane, 96.4
Masculin, Sibiu, Anul 2001, Mii persoane, 99.1
Masculin, Sibiu, Anul 2002, Mii persoane, 95.3
Masculin, Sibiu, Anul 2003, Mii persoane, 94.3
Masculin, Sibiu, Anul 2004, Mii persoane, 96.3
Masculin, Sibiu, Anul 2005, Mii persoane, 94.4
Masculin, Sibiu, Anul 2006, Mii persoane, 97.2
Masculin, Sibiu, Anul 2007, Mii persoane, 99.8
Masculin, Sibiu, Anul 2008, Mii persoane, 99.8
Masculin, Sibiu, Anul 2009, Mii persoane, 101.4
Masculin, Sibiu, Anul 2010, Mii persoane, 100.7
Masculin, Sibiu, Anul 2011, Mii persoane, 101.4
Masculin, Sibiu, Anul 2012, Mii persoane, 105.9
Masculin, Sibiu, Anul 2013, Mii persoane, 106.3
Masculin, Sibiu, Anul 2014, Mii persoane, 104
Masculin, Sibiu, Anul 2015, Mii persoane, 107.2
Masculin, Sibiu, Anul 2016, Mii persoane, 109.1
Masculin, Sibiu, Anul 2017, Mii persoane, 109.8
Masculin, MACROREGIUNEA DOI, Anul 1990, Mii persoane, 1694.8
Masculin, MACROREGIUNEA DOI, Anul 1991, Mii persoane, 1706.4
Masculin, MACROREGIUNEA DOI, Anul 1992, Mii persoane, 1741.3
Masculin, MACROREGIUNEA DOI, Anul 1993, Mii persoane, 1737.6
Masculin, MACROREGIUNEA DOI, Anul 1994, Mii persoane, 1715
Masculin, MACROREGIUNEA DOI, Anul 1995, Mii persoane, 1668
Masculin, MACROREGIUNEA DOI, Anul 1996, Mii persoane, 1575.1
Masculin, MACROREGIUNEA DOI, Anul 1997, Mii persoane, 1556.5
Masculin, MACROREGIUNEA DOI, Anul 1998, Mii persoane, 1526.4
Masculin, MACROREGIUNEA DOI, Anul 1999, Mii persoane, 1477.8
Masculin, MACROREGIUNEA DOI, Anul 2000, Mii persoane, 1463.7
Masculin, MACROREGIUNEA DOI, Anul 2001, Mii persoane, 1420.8
Masculin, MACROREGIUNEA DOI, Anul 2002, Mii persoane, 1340.6
Masculin, MACROREGIUNEA DOI, Anul 2003, Mii persoane, 1325.6
Masculin, MACROREGIUNEA DOI, Anul 2004, Mii persoane, 1285.2
Masculin, MACROREGIUNEA DOI, Anul 2005, Mii persoane, 1293
Masculin, MACROREGIUNEA DOI, Anul 2006, Mii persoane, 1280.9
Masculin, MACROREGIUNEA DOI, Anul 2007, Mii persoane, 1304.6
Masculin, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 1313.3
Masculin, MACROREGIUNEA DOI, Anul 2009, Mii persoane, 1296.7
Masculin, MACROREGIUNEA DOI, Anul 2010, Mii persoane, 1277.5
Masculin, MACROREGIUNEA DOI, Anul 2011, Mii persoane, 1216.4
Masculin, MACROREGIUNEA DOI, Anul 2012, Mii persoane, 1255.7
Masculin, MACROREGIUNEA DOI, Anul 2013, Mii persoane, 1259.5
Masculin, MACROREGIUNEA DOI, Anul 2014, Mii persoane, 1238.1
Masculin, MACROREGIUNEA DOI, Anul 2015, Mii persoane, 1231.7
Masculin, MACROREGIUNEA DOI, Anul 2016, Mii persoane, 1220.6
Masculin, MACROREGIUNEA DOI, Anul 2017, Mii persoane, 1208.8
Masculin, Regiunea NORD-EST, Anul 1990, Mii persoane, 905.8
Masculin, Regiunea NORD-EST, Anul 1991, Mii persoane, 911
Masculin, Regiunea NORD-EST, Anul 1992, Mii persoane, 928.6
Masculin, Regiunea NORD-EST, Anul 1993, Mii persoane, 938
Masculin, Regiunea NORD-EST, Anul 1994, Mii persoane, 945.4
Masculin, Regiunea NORD-EST, Anul 1995, Mii persoane, 923.3
Masculin, Regiunea NORD-EST, Anul 1996, Mii persoane, 870.1
Masculin, Regiunea NORD-EST, Anul 1997, Mii persoane, 858.8
Masculin, Regiunea NORD-EST, Anul 1998, Mii persoane, 858.1
Masculin, Regiunea NORD-EST, Anul 1999, Mii persoane, 831.9
Masculin, Regiunea NORD-EST, Anul 2000, Mii persoane, 829.9
Masculin, Regiunea NORD-EST, Anul 2001, Mii persoane, 797.7
Masculin, Regiunea NORD-EST, Anul 2002, Mii persoane, 747.7
Masculin, Regiunea NORD-EST, Anul 2003, Mii persoane, 730.8
Masculin, Regiunea NORD-EST, Anul 2004, Mii persoane, 701.5
Masculin, Regiunea NORD-EST, Anul 2005, Mii persoane, 708.3
Masculin, Regiunea NORD-EST, Anul 2006, Mii persoane, 693.1
Masculin, Regiunea NORD-EST, Anul 2007, Mii persoane, 705.9
Masculin, Regiunea NORD-EST, Anul 2008, Mii persoane, 704.5
Masculin, Regiunea NORD-EST, Anul 2009, Mii persoane, 699.7
Masculin, Regiunea NORD-EST, Anul 2010, Mii persoane, 694.5
Masculin, Regiunea NORD-EST, Anul 2011, Mii persoane, 655.2
Masculin, Regiunea NORD-EST, Anul 2012, Mii persoane, 681.6
Masculin, Regiunea NORD-EST, Anul 2013, Mii persoane, 680.4
Masculin, Regiunea NORD-EST, Anul 2014, Mii persoane, 669
Masculin, Regiunea NORD-EST, Anul 2015, Mii persoane, 659.1
Masculin, Regiunea NORD-EST, Anul 2016, Mii persoane, 655.2
Masculin, Regiunea NORD-EST, Anul 2017, Mii persoane, 653.5
Masculin, Bacau, Anul 1990, Mii persoane, 174
Masculin, Bacau, Anul 1991, Mii persoane, 166.2
Masculin, Bacau, Anul 1992, Mii persoane, 167.7
Masculin, Bacau, Anul 1993, Mii persoane, 168.5
Masculin, Bacau, Anul 1994, Mii persoane, 170.8
Masculin, Bacau, Anul 1995, Mii persoane, 178.6
Masculin, Bacau, Anul 1996, Mii persoane, 176.6
Masculin, Bacau, Anul 1997, Mii persoane, 168.9
Masculin, Bacau, Anul 1998, Mii persoane, 161
Masculin, Bacau, Anul 1999, Mii persoane, 146.8
Masculin, Bacau, Anul 2000, Mii persoane, 146.5
Masculin, Bacau, Anul 2001, Mii persoane, 144.8
Masculin, Bacau, Anul 2002, Mii persoane, 137.9
Masculin, Bacau, Anul 2003, Mii persoane, 132.1
Masculin, Bacau, Anul 2004, Mii persoane, 130.6
Masculin, Bacau, Anul 2005, Mii persoane, 129.6
Masculin, Bacau, Anul 2006, Mii persoane, 132.8
Masculin, Bacau, Anul 2007, Mii persoane, 133.6
Masculin, Bacau, Anul 2008, Mii persoane, 133
Masculin, Bacau, Anul 2009, Mii persoane, 129.8
Masculin, Bacau, Anul 2010, Mii persoane, 125.4
Masculin, Bacau, Anul 2011, Mii persoane, 122.2
Masculin, Bacau, Anul 2012, Mii persoane, 126.2
Masculin, Bacau, Anul 2013, Mii persoane, 124.6
Masculin, Bacau, Anul 2014, Mii persoane, 118.7
Masculin, Bacau, Anul 2015, Mii persoane, 119.7
Masculin, Bacau, Anul 2016, Mii persoane, 120.7
Masculin, Bacau, Anul 2017, Mii persoane, 120.5
Masculin, Botosani, Anul 1990, Mii persoane, 108.9
Masculin, Botosani, Anul 1991, Mii persoane, 107.9
